Fid,lat,lon,street,region,traffic_date_time,junction_no,vechile_type,no_of_vehicles,Label
203.205.179.170-10.42.0.211-80-48506-6,40.82710865,-73.83115967,balcom avenue,Bronx,2022-08-22T07:08:08.032Z,3,Car,18,1
10.42.0.211-106.11.94.1-42501-443-6,40.90804423,-73.85305112,baldwin street,Bronx,2022-08-22T06:50:40.053Z,3,Car,13,1
10.42.0.211-10.42.0.1-31436-53-17,40.81495159,-73.80939326,balsam place,Bronx,2022-08-22T06:50:06.540Z,1,Taxi,16,0
192.229.173.173-10.42.0.211-80-48529-6,40.86628039,-73.84225481,bantam place,Bronx,2022-08-22T06:33:00.937Z,2,Car,18,0
10.42.0.211-10.42.0.1-61863-53-17,40.82419486,-73.86941151,banyer place,Bronx,2022-08-22T06:31:14.420Z,2,Car,14,0
180.149.136.194-10.42.0.211-80-54064-6,40.85830212,-73.86953776,barker avenue,Bronx,2022-08-22T06:23:41.281Z,2,Car,14,1
10.42.0.211-10.42.0.1-58671-53-17,40.87060154,-73.86932882,barker avenue,Bronx,2022-08-22T06:21:01.540Z,2,Car,13,1
10.42.0.211-52.84.26.207-42465-443-6,40.82865456,-73.83131823,barkley avenue,Bronx,2022-08-22T06:20:39.000Z,2,Car,15,1
211.236.244.151-10.42.0.211-80-50056-6,40.83335124,-73.82094979,barkley avenue,Bronx,2022-08-22T06:19:29.108Z,1,Car,11,1
10.42.0.211-125.39.241.34-40408-80-6,40.8544335,-73.86387493,barnes avenue,Bronx,2022-08-22T05:42:32.920Z,1,Car,10,1
10.42.0.211-10.42.0.1-4228-53-17,40.8445101,-73.86205623,barnes avenue,Bronx,2022-08-22T05:34:06.530Z,1,Car,9,0
172.217.12.132-10.42.0.151-443-58655-6,40.86128518,-73.86365492,barnes avenue,Bronx,2022-08-22T05:32:42.952Z,1,Car,8,1
10.42.0.211-10.42.0.1-17254-53-17,40.89184564,-73.85485553,barnes avenue,Bronx,2022-08-22T05:31:53.930Z,1,Car,8,0
10.42.0.211-10.42.0.1-22333-53-17,40.8963414,-73.85238479,barnes avenue,Bronx,2022-08-22T05:31:53.460Z,1,Car,10,0
202.77.129.230-10.42.0.151-80-40961-6,40.9032613,-73.84799706,barnes avenue,Bronx,2022-08-22T05:31:41.600Z,2,Goods vehicle,11,0
10.42.0.42-64.71.142.110-59723-443-6,40.81304137,-73.84663779,barrett avenue,Bronx,2022-08-22T05:28:42.854Z,2,Pedal cycle,17,1
151.101.21.140-10.42.0.211-443-45854-6,40.8172073,-73.89007636,barretto street,Bronx,2022-08-22T05:22:43.730Z,2,Car,19,0
10.42.0.42-98.139.199.205-33395-443-6,40.80642658,-73.88724373,barretto street,Bronx,2022-08-22T05:20:34.590Z,2,Goods vehicle ,22,1
172.217.12.142-10.42.0.151-443-55510-6,40.81190589,-73.89539601,barry street,Bronx,2022-08-22T05:13:59.350Z,2,Car,23,0
172.217.12.195-10.42.0.151-443-56454-6,40.86671295,-73.83814834,bartow avenue,Bronx,2022-08-22T05:05:23.390Z,2,Motorcycle ,24,0
10.42.0.211-10.42.0.1-17601-53-17,40.86817928,-73.83345244,bartow avenue,Bronx,2022-08-22T04:47:26.830Z,2,Car,24,1
172.217.12.170-10.42.0.151-443-44924-6,40.86826124,-73.83349539,bartow avenue,Bronx,2022-08-22T04:44:12.060Z,2,Car,19,1
10.42.0.211-10.42.0.1-38724-53-17,40.85089517,-73.84341951,bassett avenue,Bronx,2022-08-22T04:42:56.320Z,2,Car,19,0
211.144.37.229-10.42.0.151-80-41852-6,40.85403868,-73.89333485,bassford avenue,Bronx,2022-08-22T04:31:05.510Z,2,Car,20,1
10.42.0.151-31.13.71.52-50382-80-6,40.83994274,-73.90091592,bathgate avenue,Bronx,2022-08-22T04:23:47.930Z,2,Taxi,31,0
222.73.28.96-10.42.0.211-80-55877-6,40.86711991,-73.83002442,bay plaza driveway,Bronx,2022-08-22T04:14:15.025Z,2,Car,25,0
172.217.10.46-10.42.0.151-443-47368-6,40.86869724,-73.82399058,bay plaza driveway,Bronx,2022-08-22T04:09:58.808Z,2,Car,35,1
10.42.0.211-54.192.36.50-35156-80-6,40.86866003,-73.82392137,bay plaza driveway,Bronx,2022-08-22T04:04:12.780Z,2,Car,21,1
198.105.244.11-10.42.0.211-80-54173-6,40.86692013,-73.83081083,bay plaza driveway,Bronx,2022-08-22T03:41:19.389Z,2,Bus,24,0
157.240.18.15-10.42.0.211-443-50883-6,40.84607956,-73.81647798,bay shore avenue,Bronx,2022-08-22T03:28:08.090Z,2,Truck,19,1
10.42.0.42-109.126.206.138-46360-8397-17,40.84737753,-73.7892619,bay street,Bronx,2022-08-22T03:23:28.366Z,2,School Bus,19,0
182.22.31.124-10.42.0.151-443-34171-6,40.8461235,-73.81739915,bay view avenue,Bronx,2022-08-22T03:03:54.310Z,1,Goods vehicle,18,1
10.42.0.42-13.107.3.128-36267-443-6,40.87385017,-73.835694,baychester avenue,Bronx,2022-08-22T03:01:03.750Z,2,Pedal cycle,17,0
180.149.136.194-10.42.0.211-443-55746-6,40.86210471,-73.82864736,baychester avenue,Bronx,2022-08-22T02:53:01.463Z,2,Car,12,1
10.42.0.151-64.4.23.173-43477-40011-17,40.86757288,-73.8311487,baychester avenue,Bronx,2022-08-22T02:48:20.660Z,2,Goods vehicle ,10,0
10.42.0.211-103.7.30.118-43892-80-6,40.86500496,-73.83012346,baychester avenue,Bronx,2022-08-22T02:40:05.460Z,2,Car,14,0
202.77.129.150-10.42.0.211-80-49809-6,40.86503689,-73.82995579,baychester avenue,Bronx,2022-08-22T02:30:06.630Z,1,Bus,15,0
10.42.0.211-121.12.98.64-56591-80-6,40.87912784,-73.83753883,baychester avenue,Bronx,2022-08-22T02:12:43.291Z,6,Motorcycle ,14,0
10.42.0.211-104.192.108.27-41996-80-6,40.87689913,-73.83620972,baychester avenue,Bronx,2022-08-22T01:57:10.472Z,6,Car,34,0
216.58.219.234-10.42.0.42-443-50722-6,40.87622068,-73.83595343,baychester avenue,Bronx,2022-08-22T01:55:39.810Z,6,Car,40,1
10.42.0.211-10.42.0.1-1301-53-17,40.81280668,-73.86191582,beach avenue,Bronx,2022-08-22T01:45:56.680Z,6,Car,38,1
10.42.0.151-10.42.0.1-8453-53-17,40.81868458,-73.86329899,beach avenue,Bronx,2022-08-22T01:41:26.354Z,6,Car,36,0
10.42.0.211-106.39.169.66-52036-80-6,40.83612662,-73.86700693,beach avenue,Bronx,2022-08-22T01:40:07.640Z,6,Goods vehicle,27,0
10.42.0.211-64.34.226.94-47188-443-6,40.82683403,-73.86519558,beach avenue,Bronx,2022-08-22T01:39:46.800Z,2,Pedal cycle,48,0
10.42.0.1-10.42.0.42-53-62677-17,40.85221899,-73.78817002,beach street,Bronx,2022-08-22T01:33:16.670Z,2,Car,43,1
203.205.179.172-10.42.0.42-80-51232-6,40.85200654,-73.88554472,beaumont avenue,Bronx,2022-08-22T01:29:43.380Z,2,Goods vehicle ,41,1
183.136.237.235-10.42.0.211-80-42136-6,40.81410587,-73.90361665,beck street,Bronx,2022-08-22T01:25:59.299Z,2,Car,35,1
10.42.0.151-10.42.0.1-2187-53-17,40.87448551,-73.89163571,bedford park bl west,Bronx,2022-08-22T01:12:28.370Z,2,Bus,40,1
216.58.219.206-10.42.0.211-443-39477-6,40.87078591,-73.88622993,bedford park boulevard,Bronx,2022-08-22T01:01:26.396Z,2,Motorcycle ,40,1
10.42.0.211-10.42.0.1-29535-53-17,40.8726753,-73.88866241,bedford park boulevard,Bronx,2022-08-22T00:56:24.970Z,2,Car,40,0
10.42.0.151-104.254.66.16-43878-80-6,40.8727853,-73.88848648,bedford park boulevard,Bronx,2022-08-22T00:53:57.130Z,2,Car,36,1
10.42.0.211-104.192.110.245-59649-443-6,40.87272993,-73.8885813,bedford park boulevard,Bronx,2022-08-22T00:49:07.900Z,2,Car,37,0
205.185.216.10-10.42.0.211-80-58673-6,40.86610172,-73.88277864,bedford park boulevard,Bronx,2022-08-22T00:41:47.326Z,3,Car,35,0
172.217.12.174-10.42.0.42-443-59538-17,40.86617983,-73.88265832,bedford park boulevard,Bronx,2022-08-22T00:37:19.320Z,3,Taxi,28,0
172.217.10.99-10.42.0.151-443-35992-6,40.81201978,-73.80703136,beech place,Bronx,2022-08-22T00:35:45.860Z,3,Car,25,1
10.42.0.211-104.192.110.245-34962-80-6,40.80873105,-73.91388591,beekman avenue,Bronx,2022-08-22T00:25:53.050Z,2,Car,19,0
10.42.0.151-31.13.71.37-50398-443-6,40.8919155,-73.83468815,bell avenue,Bronx,2022-08-22T00:17:06.410Z,2,Car,21,1
216.58.217.67-10.42.0.211-443-36905-6,40.87223416,-73.82447719,bellamy loop,Bronx,2022-08-22T00:14:51.780Z,2,Car,20,0
180.163.15.184-10.42.0.211-80-58969-6,40.84423169,-73.89328451,belmont avenue,Bronx,2022-08-22T00:12:19.480Z,2,Car,15,1
10.42.0.211-23.203.49.224-36524-443-6,40.84724992,-73.89086765,belmont avenue,Bronx,2022-08-22T00:11:39.883Z,2,Motorcycle ,17,0
10.42.0.151-42.236.126.162-44413-80-6,40.85249252,-73.88723349,belmont avenue,Bronx,2022-08-21T23:57:07.250Z,2,Lorry,14,1
203.205.158.56-10.42.0.151-80-42280-6,40.85487856,-73.88618834,belmont avenue,Bronx,2022-08-21T23:54:48.010Z,2,Car,19,1
10.42.0.211-10.42.0.1-31818-53-17,40.87416549,-73.8258869,benchley place,Bronx,2022-08-21T23:49:14.880Z,2,Bus,22,0
172.217.12.170-10.42.0.211-443-60701-6,40.83432275,-73.85790784,benedict avenue,Bronx,2022-08-21T23:45:51.292Z,2,Motorcycle ,30,1
220.243.225.102-10.42.0.211-80-48747-6,40.84050936,-73.84386181,benson street,Bronx,2022-08-21T23:24:46.290Z,2,Car,26,0
172.217.10.110-10.42.0.211-443-52645-6,40.81516568,-73.91773793,bergen avenue,Bronx,2022-08-21T23:15:55.866Z,2,Bus,26,0
182.22.25.124-10.42.0.211-443-54098-6,40.85323187,-73.91743156,billingsley terrace,Bronx,2022-08-21T23:11:11.875Z,1,Car,23,1
10.42.0.211-10.42.0.1-57471-53-17,40.84753459,-73.86952995,birchall avenue,Bronx,2022-08-21T23:08:48.410Z,2,Goods vehicle ,23,1
183.79.248.124-10.42.0.151-443-44383-6,40.88207602,-73.83237543,bivona street,Bronx,2022-08-21T23:00:15.590Z,2,Car,24,0
172.217.10.10-10.42.0.42-443-44758-6,40.82823336,-73.85649275,blackrock avenue,Bronx,2022-08-21T22:59:05.424Z,2,Car,22,1
10.42.0.1-10.42.0.42-53-20248-17,40.82988178,-73.84424839,blackrock avenue,Bronx,2022-08-21T22:54:53.040Z,2,Car,24,0
219.142.78.217-10.42.0.42-80-35452-6,40.88889578,-73.91157735,blackstone avenue,Bronx,2022-08-21T22:48:36.200Z,2,Motorcycle,26,1
10.42.0.151-31.13.71.36-42725-443-6,40.90071994,-73.90953264,blackstone avenue,Bronx,2022-08-21T22:22:22.620Z,2,Goods vehicle,27,0
172.217.10.238-10.42.0.151-443-57608-6,40.89250688,-73.91092004,blackstone place,Bronx,2022-08-21T22:20:55.860Z,2,Pedal cycle,22,1
10.42.0.151-104.244.42.1-48630-443-6,40.84060974,-73.84124193,blondell avenue,Bronx,2022-08-21T22:14:27.070Z,1,Car,23,0
180.76.149.207-10.42.0.211-30320-58559-6,40.85229783,-73.86112209,bogart avenue,Bronx,2022-08-21T22:06:33.347Z,2,Goods vehicle ,22,0
172.217.11.2-10.42.0.151-443-49258-6,40.84422823,-73.8554383,bogart avenue,Bronx,2022-08-21T22:03:11.414Z,2,Car,22,0
10.42.0.151-31.13.80.5-35018-443-6,40.84408854,-73.85502557,bogart avenue,Bronx,2022-08-21T21:59:57.584Z,2,Bus,22,0
209.10.120.26-10.42.0.211-80-54882-6,40.85648417,-73.86098753,bogart avenue,Bronx,2022-08-21T21:51:46.770Z,2,Motorcycle ,17,0
198.11.188.75-10.42.0.211-443-47542-6,40.88263057,-73.83637631,boller avenue,Bronx,2022-08-21T21:43:45.177Z,2,Car,15,1
10.42.0.42-85.93.5.83-37975-80-6,40.87998765,-73.83488218,boller avenue,Bronx,2022-08-21T21:31:59.800Z,2,Car,12,1
239.255.255.250-10.42.0.1-1900-57361-17,40.86122125,-73.82511401,boller avenue,Bronx,2022-08-21T21:17:42.030Z,1,Car,13,0
172.217.10.106-10.42.0.151-443-46630-6,40.81283192,-73.85715698,bolton avenue,Bronx,2022-08-21T21:15:02.190Z,1,Car,9,0
239.255.255.250-10.42.0.1-1900-34740-17,40.82408265,-73.85978566,bolton avenue,Bronx,2022-08-21T21:12:32.250Z,1,Taxi,14,0
10.42.0.151-10.42.0.1-44936-53-17,40.80759795,-73.85590542,bolton avenue,Bronx,2022-08-21T21:00:36.093Z,2,Car,13,1
182.22.31.252-10.42.0.211-443-48471-6,40.80653313,-73.85571677,bolton avenue,Bronx,2022-08-21T20:53:27.400Z,2,Car,15,1
10.42.0.151-101.226.103.112-57630-80-6,40.83168382,-73.8859143,boone avenue,Bronx,2022-08-21T20:52:42.050Z,2,Car,27,1
10.42.0.211-23.21.51.186-51621-443-6,40.83589241,-73.88339713,boone avenue,Bronx,2022-08-21T20:27:39.120Z,2,Car,39,1
10.42.0.211-121.12.98.63-49720-80-6,40.82522212,-73.9077819,boston road,Bronx,2022-08-21T20:21:17.205Z,2,Car,40,1
158.85.58.42-10.42.0.211-443-58215-6,40.85385424,-73.87226299,boston road,Bronx,2022-08-21T20:14:08.750Z,2,Car,36,0
10.42.0.211-23.21.95.195-37026-443-6,40.85656018,-73.86939267,boston road,Bronx,2022-08-21T20:06:43.910Z,2,Car,34,1
10.42.0.211-66.231.239.124-47686-443-6,40.86023587,-73.86719744,boston road,Bronx,2022-08-21T20:04:14.670Z,1,Car,33,0
10.42.0.211-10.42.0.1-50919-53-17,40.88812637,-73.82340834,boston road,Bronx,2022-08-21T19:49:14.350Z,1,Car,28,0
10.42.0.211-10.42.0.1-29754-53-17,40.8864996,-73.82675409,boston road,Bronx,2022-08-21T19:46:28.240Z,2,Car,30,0
10.42.0.211-52.85.101.183-52824-443-6,40.88640237,-73.82669356,boston road,Bronx,2022-08-21T19:43:34.193Z,2,Car,26,1
10.42.0.211-10.42.0.1-17904-53-17,40.85855613,-73.86774488,boston road,Bronx,2022-08-21T19:42:05.967Z,2,Goods vehicle,30,0
10.42.0.211-64.71.142.124-43426-443-6,40.85858474,-73.8678492,boston road,Bronx,2022-08-21T19:37:08.420Z,2,Pedal cycle,35,1
172.217.11.46-10.42.0.151-443-55348-6,40.88805308,-73.82332722,boston road,Bronx,2022-08-21T19:04:55.767Z,2,Car,38,0
10.42.0.211-10.42.0.1-57919-53-17,40.88833667,-73.82261834,boston road,Bronx,2022-08-21T18:59:39.230Z,3,Goods vehicle ,34,1
10.42.0.211-106.11.94.6-39445-443-6,40.88858818,-73.82286149,boston road,Bronx,2022-08-21T18:56:37.133Z,3,Car,30,0
172.217.10.142-10.42.0.211-80-37633-6,40.89013573,-73.8198997,boston road,Bronx,2022-08-21T18:45:54.830Z,3,Bus,27,1
172.217.1.163-10.42.0.151-443-42562-6,40.88655743,-73.82678266,boston road,Bronx,2022-08-21T18:37:46.790Z,2,Car,21,1
192.229.173.173-10.42.0.42-80-51584-6,40.88633659,-73.82663825,boston road,Bronx,2022-08-21T18:36:14.440Z,1,Car,16,0
172.217.3.106-10.42.0.211-443-60186-6,40.88609567,-73.82779876,boston road,Bronx,2022-08-21T18:23:05.080Z,1,Car,16,1
10.42.0.151-121.29.54.141-47142-80-6,40.88601079,-73.82774795,boston road,Bronx,2022-08-21T18:21:00.430Z,1,Car,13,0
202.77.129.161-10.42.0.151-80-40135-6,40.86809592,-73.8815497,botanical square north,Bronx,2022-08-21T18:10:43.180Z,4,Taxi,11,0
172.217.10.98-10.42.0.151-443-51104-6,40.86743137,-73.88253156,botanical square south,Bronx,2022-08-21T18:09:09.260Z,4,Car,13,1
10.42.0.211-64.71.142.95-47105-443-6,40.86555038,-73.85007384,bouck avenue,Bronx,2022-08-21T18:00:11.890Z,4,Car,15,1
10.42.0.151-27.221.28.142-40841-80-6,40.85982039,-73.85025158,bouck avenue,Bronx,2022-08-21T17:54:55.560Z,4,Car,17,0
172.217.10.130-10.42.0.151-443-57892-6,40.87211017,-73.84987786,bouck avenue,Bronx,2022-08-21T17:53:51.680Z,4,Bus,18,1
10.42.0.211-23.206.166.62-58234-80-6,40.86534259,-73.85008623,bouck avenue,Bronx,2022-08-21T17:45:57.022Z,4,Truck,24,0
172.217.10.130-10.42.0.151-443-56907-6,40.85073649,-73.78884872,bowne street,Bronx,2022-08-21T17:38:33.390Z,4,Goods vehicle,29,1
172.217.10.42-10.42.0.151-443-34628-6,40.89365163,-73.85063903,boyd avenue,Bronx,2022-08-21T17:38:18.730Z,3,Pedal cycle,25,0
10.42.0.211-10.42.0.1-7814-53-17,40.82061571,-73.87635608,boynton avenue,Bronx,2022-08-21T17:20:23.707Z,3,Car,25,1
10.42.0.211-123.125.115.164-44321-443-6,40.82535223,-73.8774653,boynton avenue,Bronx,2022-08-21T17:17:07.934Z,3,Goods vehicle ,26,0
175.100.207.232-10.42.0.211-80-43591-6,40.8366665,-73.83059188,bradford avenue,Bronx,2022-08-21T17:09:31.670Z,2,Car,25,0
10.42.0.211-10.42.0.1-2223-53-17,40.90929333,-73.85227058,bradley street,Bronx,2022-08-21T17:07:51.900Z,2,Bus,24,0
209.10.120.26-10.42.0.211-80-36254-6,40.85242173,-73.86777086,brady avenue,Bronx,2022-08-21T17:07:28.770Z,3,Motorcycle ,26,0
10.42.0.211-64.71.142.120-53881-443-6,40.84825189,-73.91834714,brandt place,Bronx,2022-08-21T17:03:16.800Z,3,Car,24,0
10.42.0.211-10.42.0.1-15040-53-17,40.86320154,-73.89393792,briggs avenue,Bronx,2022-08-21T16:55:59.878Z,3,Car,28,1
10.42.0.211-10.42.0.1-58622-53-17,40.81515043,-73.82015053,brinsmade avenue,Bronx,2022-08-21T16:50:19.700Z,3,Car,22,1
10.42.0.151-10.42.0.1-41623-53-17,40.82904239,-73.83052913,brinsmade avenue,Bronx,2022-08-21T16:47:59.350Z,3,Car,23,0
221.228.208.94-10.42.0.211-80-34800-6,40.83215068,-73.8949418,bristow street,Bronx,2022-08-21T16:46:45.300Z,3,Goods vehicle,18,0
10.42.0.151-10.42.0.1-16206-53-17,40.86661654,-73.86916045,britton street,Bronx,2022-08-21T16:40:43.093Z,3,Pedal cycle,21,0
10.42.0.211-10.42.0.1-55237-53-17,40.87706868,-73.90620203,broadway,Bronx,2022-08-21T16:32:34.204Z,3,Car,20,1
172.217.9.234-10.42.0.151-443-59341-6,40.88597963,-73.90011011,broadway,Bronx,2022-08-21T16:31:29.620Z,2,Goods vehicle ,15,1
209.10.120.26-10.42.0.211-80-47048-6,40.88599164,-73.90018905,broadway,Bronx,2022-08-21T16:28:02.360Z,2,Car,13,1
172.217.11.35-10.42.0.211-80-39305-6,40.87659382,-73.90682147,broadway,Bronx,2022-08-21T16:11:58.691Z,2,Bus,10,1
10.42.0.151-10.42.0.1-41527-53-17,40.87667197,-73.90685516,broadway,Bronx,2022-08-21T16:04:14.185Z,2,Motorcycle ,10,1
172.217.12.174-10.42.0.211-443-38209-6,40.89214875,-73.89705906,broadway,Bronx,2022-08-21T15:46:23.972Z,2,Car,12,0
203.90.242.126-10.42.0.151-443-42978-6,40.88947096,-73.898373,broadway,Bronx,2022-08-21T15:42:03.650Z,2,Car,9,1
10.42.0.211-10.42.0.1-27784-53-17,40.89055499,-73.89791605,broadway,Bronx,2022-08-21T15:37:32.960Z,2,Car,11,0
203.205.151.212-10.42.0.151-80-34578-6,40.88671633,-73.89983257,broadway,Bronx,2022-08-21T15:32:37.042Z,2,Car,15,0
172.217.12.195-10.42.0.151-443-33560-6,40.87571627,-73.87037812,bronx boulevard,Bronx,2022-08-21T15:29:42.300Z,2,Taxi,16,0
172.217.6.206-10.42.0.42-443-37750-6,40.87572596,-73.87023248,bronx boulevard,Bronx,2022-08-21T15:28:14.166Z,2,Car,16,1
174.35.73.97-10.42.0.211-80-58089-6,40.87329267,-73.87037809,bronx boulevard,Bronx,2022-08-21T15:27:12.930Z,4,Car,12,0
10.42.0.211-123.125.115.190-58143-80-6,40.87858811,-73.86885245,bronx boulevard,Bronx,2022-08-21T15:27:04.237Z,4,Car,11,1
10.42.0.42-37.1.204.175-46366-80-6,40.88436732,-73.86603955,bronx boulevard,Bronx,2022-08-21T15:24:08.582Z,4,Car,14,0
172.217.3.98-10.42.0.211-443-42580-6,40.89537884,-73.86071239,bronx boulevard,Bronx,2022-08-21T15:23:13.290Z,4,Car,16,1
10.42.0.211-10.42.0.1-60975-53-17,40.8918688,-73.86283539,bronx boulevard,Bronx,2022-08-21T15:19:34.401Z,2,Motorcycle ,18,0
202.77.129.150-10.42.0.42-80-40127-6,40.89182408,-73.86265815,bronx boulevard,Bronx,2022-08-21T15:14:32.230Z,2,Lorry,13,1
10.42.0.211-10.42.0.1-25422-53-17,40.83893614,-73.87623168,bronx park avenue,Bronx,2022-08-21T15:04:14.225Z,2,Car,17,1
202.77.129.150-10.42.0.211-80-45475-6,40.85243214,-73.86872405,bronx park east,Bronx,2022-08-21T14:59:52.990Z,2,Bus,15,0
10.42.0.211-10.42.0.1-30223-53-17,40.85728651,-73.87087896,bronx park east,Bronx,2022-08-21T14:49:32.408Z,1,Motorcycle ,19,1
10.42.0.211-10.42.0.1-63344-53-17,40.8472436,-73.88199971,bronx park south,Bronx,2022-08-21T14:45:09.873Z,2,Car,15,0
172.217.10.232-10.42.0.211-443-55481-6,40.82105845,-73.88226762,bronx river avenue,Bronx,2022-08-21T14:39:27.730Z,2,Bus,19,0
172.217.12.202-10.42.0.211-443-42108-6,40.80728603,-73.85762426,bronx river avenue,Bronx,2022-08-21T14:35:58.010Z,2,Pedal cycle,15,1
172.217.7.196-10.42.0.211-443-36547-6,40.80611444,-73.85513076,bronx river avenue,Bronx,2022-08-21T14:27:46.210Z,2,Car,15,1
239.255.255.250-10.42.0.211-1900-42677-17,40.83820448,-73.87172239,bronx river avenue,Bronx,2022-08-21T14:12:44.960Z,2,Goods vehicle ,13,0
10.42.0.211-10.42.0.1-26143-53-17,40.80686807,-73.85770646,bronx river avenue,Bronx,2022-08-21T13:56:54.137Z,2,Car,14,1
172.217.3.106-10.42.0.151-443-46103-6,40.80690523,-73.85745464,bronx river avenue,Bronx,2022-08-21T13:56:13.350Z,1,Bus,10,0
10.42.0.151-10.42.0.1-5481-53-17,40.83450619,-73.87910765,bronx river avenue,Bronx,2022-08-21T13:46:36.210Z,2,Motorcycle ,8,1
10.42.0.211-54.192.36.47-51815-80-6,40.83454584,-73.8792275,bronx river avenue,Bronx,2022-08-21T13:45:21.615Z,2,Car,9,0
172.217.6.234-10.42.0.211-443-40129-6,40.8466321,-73.8703568,bronx river greenway,Bronx,2022-08-21T13:31:25.570Z,1,Car,9,1
203.205.158.55-10.42.0.211-80-40693-6,40.82434334,-73.87257742,bronx river parkway,Bronx,2022-08-21T13:30:34.960Z,1,Car,9,0
10.42.0.151-87.240.165.80-42098-80-6,40.82435533,-73.87248619,bronx river parkway,Bronx,2022-08-21T13:23:39.755Z,2,Car,9,0
10.42.0.211-69.147.82.60-42764-443-6,40.81234708,-73.92894999,canal street west,Bronx,2022-08-21T13:18:38.116Z,2,Taxi,16,0
172.217.10.138-10.42.0.42-443-44694-6,40.81650903,-73.9252208,canal place,Bronx,2022-08-21T13:15:51.660Z,1,Car,18,0
10.42.0.211-123.125.115.164-42269-443-6,40.83008148,-73.92172338,butternut street,Bronx,2022-08-21T12:57:18.910Z,1,Car,18,0
10.42.0.211-10.42.0.1-19545-53-17,40.8298416,-73.9193838,carroll place,Bronx,2022-08-21T12:45:44.483Z,2,Car,17,1
221.228.208.97-10.42.0.42-80-36444-6,40.82790646,-73.91565765,college avenue,Bronx,2022-08-21T12:45:28.520Z,2,Car,18,1
183.79.250.123-10.42.0.211-443-33953-6,40.82147418,-73.88922523,bruckner boulevard,Bronx,2022-08-21T12:33:34.210Z,2,Car,14,0
220.243.219.55-10.42.0.211-80-41305-6,40.83950625,-73.90454638,brook avenue,Bronx,2022-08-21T12:13:08.210Z,2,Car,13,0
172.217.9.232-10.42.0.151-443-38495-6,40.83958934,-73.9057151,clay avenue,Bronx,2022-08-21T12:12:21.492Z,2,Car,15,0
10.42.0.211-10.42.0.1-30116-53-17,40.84435088,-73.90358063,carter avenue,Bronx,2022-08-21T12:11:07.470Z,1,Car,19,1
10.42.0.211-112.80.248.220-43804-443-6,40.84449258,-73.87800898,bryant avenue,Bronx,2022-08-21T12:10:11.490Z,1,Car,18,1
198.11.189.16-10.42.0.211-443-42583-6,40.85839353,-73.88214478,cambreleng avenue,Bronx,2022-08-21T12:07:56.522Z,2,Car,21,1
172.217.12.142-10.42.0.211-443-56154-6,40.88277324,-73.89664089,cannon place,Bronx,2022-08-21T12:06:19.015Z,2,Goods vehicle,17,1
180.76.151.225-10.42.0.42-80-51660-6,40.891557,-73.89924795,cayuga avenue,Bronx,2022-08-21T12:05:48.340Z,2,Pedal cycle,17,1
172.217.11.46-10.42.0.211-443-36373-6,40.8172382,-73.85076766,cicero avenue,Bronx,2022-08-21T11:59:28.480Z,3,Car,15,0
10.42.0.211-10.42.0.1-55541-53-17,40.81788663,-73.85091839,caesar place,Bronx,2022-08-21T11:50:26.048Z,3,Goods vehicle ,17,1
10.42.0.211-64.71.142.120-55480-443-6,40.84267909,-73.85430051,bronxdale avenue,Bronx,2022-08-21T11:46:31.950Z,3,Car,14,0
10.42.0.211-125.39.133.40-50941-80-6,40.83710151,-73.84494467,butler place,Bronx,2022-08-21T11:46:08.754Z,3,Bus,13,0
203.205.158.61-10.42.0.211-80-44729-6,40.87253322,-73.8613464,chestnut street,Bronx,2022-08-21T11:37:28.010Z,3,Motorcycle ,15,0
10.42.0.211-119.146.74.33-57170-443-6,40.87860695,-73.86301303,carlisle place,Bronx,2022-08-21T11:23:51.040Z,2,Car,12,1
10.42.0.151-115.239.210.141-35798-443-6,40.86121303,-73.85975162,colden avenue,Bronx,2022-08-21T11:09:44.146Z,2,Car,12,0
10.42.0.211-10.42.0.1-23510-53-17,40.85582324,-73.84948376,choctaw place,Bronx,2022-08-21T11:02:38.290Z,2,Car,13,1
172.217.9.227-10.42.0.42-443-41926-6,40.86752105,-73.83565907,bruner avenue,Bronx,2022-08-21T10:48:28.474Z,2,Taxi,13,0
10.42.0.211-123.125.29.138-57381-443-6,40.86936047,-73.83655768,bruner avenue,Bronx,2022-08-21T10:46:48.300Z,2,Car,16,1
183.79.215.139-10.42.0.151-443-35467-6,40.81496971,-73.81728946,collis place,Bronx,2022-08-21T10:46:37.190Z,2,Car,26,0
205.204.101.196-10.42.0.211-443-45368-6,40.81169085,-73.80675485,cedar place,Bronx,2022-08-21T10:46:16.250Z,2,Car,21,1
10.42.0.211-104.193.88.102-55887-443-6,40.81479365,-73.80817954,chaffee avenue,Bronx,2022-08-21T10:43:08.420Z,2,Bus,26,1
174.35.73.136-10.42.0.211-443-57911-6,40.81511828,-73.80700037,chaffee avenue,Bronx,2022-08-21T10:28:00.597Z,2,Truck,24,0
10.42.0.211-23.208.26.242-56561-443-6,40.8333452,-73.83045162,calhoun avenue,Bronx,2022-08-21T10:26:08.480Z,2,School Bus,26,1
172.217.12.142-10.42.0.151-443-60350-6,40.83693361,-73.82619433,bruckner boulevard,Bronx,2022-08-21T10:06:03.380Z,1,Goods vehicle,22,0
175.100.207.231-10.42.0.211-443-60085-6,40.85282625,-73.82737976,bruckner boulevard,Bronx,2022-08-21T09:55:45.951Z,1,Pedal cycle,24,0
